Study_ID,Short_ID,Short_ID,Short_Description,Study_Description,Subject_Count,Status,Study_Type,Intervention_Type,Age_Lower_Limit,Units_for_Age_Lo,Age_Upper_Limit,Units_for_Age_Up,Country,Population,Anthropometric_Data,included,included_anthropometry,included_longitudinal,included_low_income,included_small,included_age,included_ill,included_qc,included_measurement_freq
IPUMS-IDN-2000,,,IPUMS-International Indonesia 2000,"IPUMS-International Indonesia 2000, census",20112539,MPC,Census,,,,,,IDN,,Yes,0,1,0,1,1,0,1,1,
IPUMS-IDN-2005,,,IPUMS-International Indonesia 2005,"IPUMS-International Indonesia 2005, intercensal survey",1090892,MPC,Survey,,,,,,IDN,,Yes,0,1,0,1,1,0,1,1,
IPUMS-IDN-2010,,,IPUMS-International Indonesia 2010,"IPUMS-International Indonesia 2010, census",23603049,MPC,Census,,,,,,IDN,,Yes,0,1,0,1,1,0,1,1,
MICS-IDN-2000,,,MICS Indonesia 2000,"MICS Indonesia 2000, survey",15236,MPC,Survey,,,,,,IDN,,Yes,0,1,0,1,1,0,1,1,
MICS-IDN-2011,,,MICS Indonesia 2011,"MICS Indonesia 2011, survey",8825,MPC,Survey,,,,,,IDN,,Yes,0,1,0,1,1,0,1,1,
DHS-IND-1992,,,DHS India 1992,"DHS India 1992, survey",138736,MPC,Survey,,,,,,IND,,Yes,0,1,0,1,1,0,1,1,
DHS-IND-1998,,,DHS India 1998,"DHS India 1998, survey",123329,MPC,Survey,,,,,,IND,,Yes,0,1,0,1,1,0,1,1,
DHS-IND-2005,,,DHS India 2005,"DHS India 2005, survey",172980,MPC,Survey,,,,,,IND,,Yes,0,1,0,1,1,0,1,1,
IPUMS-IND-1983,,,IPUMS-International India 1983,"IPUMS-International India 1983, employment survey",623494,MPC,Survey,,,,,,IND,,Yes,0,1,0,1,1,0,1,1,
IPUMS-IND-1987,,,IPUMS-International India 1987,"IPUMS-International India 1987, employment survey",667848,MPC,Survey,,,,,,IND,,Yes,0,1,0,1,1,0,1,1,
IPUMS-IND-1993,,,IPUMS-International India 1993,"IPUMS-International India 1993, employment survey",564740,MPC,Survey,,,,,,IND,,Yes,0,1,0,1,1,0,1,1,
IPUMS-IND-1999,,,IPUMS-International India 1999,"IPUMS-International India 1999, employment survey",596688,MPC,Survey,,,,,,IND,,Yes,0,1,0,1,1,0,1,1,
IPUMS-IND-2004,,,IPUMS-International India 2004,"IPUMS-International India 2004, employment survey",602833,MPC,Survey,,,,,,IND,,Yes,0,1,0,1,1,0,1,1,
BtS,BtS,bts,BtS ICMR-CIHR,Brain to Society (BtS) diagnostic for the prevention of childhood obesity and its chronic disease consequences,612,QC completed,Longitudinal,No Intervention,5,Years,12,Years,IND,"9 rural villages in Palwal, Haryana district, children aged 5-12 y",For both children and parents,0,1,1,1,1,0,1,1,
CMC-V-BCS-2002,CMC,cmc,CMC Vellore Birth Cohort 2002,Rotavirus seasonality and age effects in a birth cohort study in Vellore,373,QC completed,Longitudinal,No Intervention,0,Days,0,Days,IND,Birth cohort in urban Vellore,Ht & Wt monthly thru approx M30,1,1,1,1,1,1,1,1,1
CordBloodCytometry,CBCY,cbcy,Delhi Umbilical Cord Blood Study,Leukocyte constituents in cord blood of neonates born in Delhi hospitals,541,QC completed,Cross Sectional,No Intervention,-5,Weeks,-5,Weeks,IND,Births at 3 secondary and tertiary care hospitals in Delhi with no major maternal risk factors for small for gestational age at birth,"At birth only for the child, but during ANC visits for the mother",0,1,0,1,1,0,1,1,
DIVIDS,DVDS,dvds,DIVIDS-1 with 5 year Follow-up,Randomised Controlled Trial to Evaluate the Preventive Effect on Mortality and Serious Morbidity/ Hospitalisations of Daily Vitamin D Supplements in Small for Gestational Age Term Infants,2100,QC completed,Longitudinal,Nutritional,1,Days,3,Days,IND,"Children who are not severely malnourished, anemic, or acutely or chronically ill","Len, Wt, MUAC, Hcir, at 7 time points in first 6 months, then 1 follow-up age 3-6 years",0,1,1,1,1,1,1,1,
DSS,DSS,dss,"Demographic Surveillance Study in Vellore, India",Demographic Surveillance Study in Vellore,154371,QC completed,Cross Sectional,No Intervention,0,Days,0,Days,IND,Demographic surveillance in Vellore,None,0,0,0,1,1,1,1,1,
EU,EU,eu,Zn Supp for Diarrheal Pneuomonia,Zinc supplementation in diarrheal pneumonia,2482,QC completed,Longitudinal,Nutritional,6,Months,30,Months,IND,Children in a New Delhi slum,Weight and length at enrollment and  endstudy ( 4 months after enrollment),1,1,1,1,1,1,1,1,0
IMNCI,IMNC,imnc,Integrated Management of Neonatal and Childhood Illness,Cluster randomized trial of the effect of the Integrated Management of Neonatal and Childhood Illness programme on neonatal and infant mortality,60480,QC completed,Longitudinal,Integrated Management,0,Days,0,Days,IND,"Newborns, Faridabad District, Haryana","Birth weight (for 40% of enrolled children), weight and length of 2881 children at 12 months",0,1,1,1,1,1,1,1,
IRC,IRC,irc,Vellore Crypto Study,Birth cohort study of Cryptosporidium infection in children,410,QC completed,Longitudinal,No Intervention,0,Days,0,Days,IND,Birth cohort in 4 contiguous slums in Vellore,Monthly through Age 3,1,1,1,1,1,1,1,1,1
LBW,ZLBW,zlbw,Zn Supp Trial in LBW,Zinc supplementation in children with low birth weight,2052,QC completed,Longitudinal,Nutritional,0,Days,0,Days,IND,Hospital born children with low birth weight,"Birth weight, weight and length at 3 months, 6 months, 9 months and 12 months",0,1,1,1,1,1,1,1,
MAHANTrust,MAHN,mahn,Study of Early Childood Deaths in Rural India,"Community based, prospective, cross-sectional study of causes and time trends of child deaths (age, 0-5 y) over 10 years by verbal autopsy in tribal areas of Melghat",535,QC completed,Cross Sectional,No Intervention,-24,Weeks,5,Years,IND,"All deceased children, aged 0-5 y, from 34 villages in tribal regions of Melghat (total resident population, 30,983)",None,0,0,0,1,1,1,1,1,
NBSP,NBSP,nbsp,Newborn Stove Pilot Study,Patterns of use of an advanced cookstove in households with newborns,202,QC completed,Cross Sectional,No Intervention,0,Days,0,Days,IND,"Newborns in Palwal District, Haryana State",Birth weight only,0,1,0,1,1,1,1,1,
NEOVITA,NVTA,nvta,Neonatal Vit A Supp Trial,Neonatal vitamin A supplementation trial,45000,QC completed,Longitudinal,Nutritional,0,Days,0,Days,IND,Children in Haryana State,Birth weight,0,1,1,1,1,1,1,1,
SAS-CompFeed,CMPF,cmpf,Optimal Infant Feeding Practices,Cluster randomized trial of the promotion of optimal complementary feeding practices,1025,QC completed,Longitudinal,Educational,0,Months,0,Months,IND,Infants in rural Haryana,"Birth weight, weight and length at 3 months, 6 months, 9 months and 12 months",1,1,1,1,1,1,1,1,1
SAS-FoodSuppl,FSPP,fspp,Randomized Food Supplementation Trial Ages 4-12 Months,Randomized trial: effect of feeding a food supplement to infants on weight gain,400,QC completed,Longitudinal,Nutritional,4,Months,4,Months,IND,"Infants, age 4 months, from an urban slum in Delhi","Weight and length at enrollment, 26 weeks, 38 weeks and 52 weeks",1,1,1,1,1,1,1,1,1
SOLUR,SOLR,solr,SOLUR Study,"Study of fetal, birth, and postnatal development",131,QC completed,Longitudinal,No Intervention,-8,Weeks,-1,Days,IND,Pregnant women,Pre-natal ultrasound details; birth Ht & Wt,0,1,1,1,0,0,1,1,
TDC,TDC,tdc,Transmission Dynamics of Cryptosporidial Infections,Bottled water to prevent or delay Cryptosporidium infection,160,QC completed,Longitudinal,WASH,0,Days,0,Days,IND,Birth cohort in 4 contiguous slums in Vellore,Monthly through Age 2,0,1,1,1,0,1,1,1,
TTBW,TTBW,ttbw,Time Trends in Birth Weight,Trends in birth weight in 2 cohorts born at Government Maternity Hospital in Hyderabad,1776,QC completed,Cross Sectional,No Intervention,0,Days,0,Days,IND,Mother-child dyads born at a government hospital in Hyderabad (1991-1992 and 2005-2006),"Birth wt, len for the child; extensive for the mother, including body comp",0,1,0,1,1,1,1,1,
VITAMIN-A,VITA,vita,EPI Linked Vita A,Vitamin A supplementation,4716,QC completed,Longitudinal,Nutritional,1,Months,1,Months,IND,Mother-Infant pairs,"Weight and length at 6 weeks, 6 months, 9 months and 12 months",1,1,1,1,1,1,1,1,0
Vitamin-B12,VB12,vb12,Vit B12 Supp Trial,Vitamin B12 supplementation,1000,QC completed,Longitudinal,Nutritional,6,Months,30,Months,IND,Children,Weight and length at enrollment and endstudy ( 4 months after enrollment),1,1,1,1,1,1,1,1,0
ZincInf,ZINF,zinf,Zn Treatment for Diarrhea,Zinc in treatment of diarrhoea,1110,QC completed,Longitudinal,Nutritional,1,Months,5,Months,IND,Infants with acute diarrhea,"At enrollment, weight and length at week 4 and week 8",0,1,1,1,1,1,0,1,
ZincSGA,ZSGA,zsga,Zinc supplementation in SGA infants,Zinc supplementation in infants born small for gestational age,1154,QC completed,Longitudinal,Nutritional,0,Weeks,0,Weeks,IND,Infants born small for gestational age,"WT, LEN, HCIRCM",0,1,1,1,1,1,0,1,
ZnMort,ZMRT,zmrt,Zn Supp and Infant Mortality,Zinc supplementation and infant mortality,94359,QC completed,Longitudinal,Nutritional,1,Months,23,Months,IND,Children aged 1-23 mo,"Birth weight (22273 children), enrollment (1750 children) , endstudy (1127 children)",1,1,1,1,1,1,1,1,0
IPUMS-IRQ-1997,,,IPUMS-International Iraq 1997,"IPUMS-International Iraq 1997, census",1944278,MPC,Census,,,,,,IRQ,,Yes,0,1,0,1,1,0,1,1,
MICS-IRQ-2000,,,MICS Iraq 2000,"MICS Iraq 2000, survey",37584,MPC,Survey,,,,,,IRQ,,Yes,0,1,0,1,1,0,1,1,
MICS-IRQ-2006,,,MICS Iraq 2006,"MICS Iraq 2006, survey",43655,MPC,Survey,,,,,,IRQ,,Yes,0,1,0,1,1,0,1,1,
MICS-IRQ-2011,,,MICS Iraq 2011,"MICS Iraq 2011, survey",91501,MPC,Survey,,,,,,IRQ,,Yes,0,1,0,1,1,0,1,1,
DHS-KEN-1993,,,DHS Kenya 1993,"DHS Kenya 1993, survey",13655,MPC,Survey,,,,,,KEN,,Yes,0,1,0,1,1,0,1,1,
DHS-KEN-1998,,,DHS Kenya 1998,"DHS Kenya 1998, survey",11412,MPC,Survey,,,,,,KEN,,Yes,0,1,0,1,1,0,1,1,
DHS-KEN-2003,,,DHS Kenya 2003,"DHS Kenya 2003, survey",14144,MPC,Survey,,,,,,KEN,,Yes,0,1,0,1,1,0,1,1,
DHS-KEN-2008,,,DHS Kenya 2008,"DHS Kenya 2008, survey",14523,MPC,Survey,,,,,,KEN,,Yes,0,1,0,1,1,0,1,1,
DHS-KEN-2014,,,DHS Kenya 2014,"DHS Kenya 2014, survey",52043,MPC,Survey,,,,,,KEN,,Yes,0,1,0,1,1,0,1,1,
IPUMS-KEN-1969,,,IPUMS-International Kenya 1969,"IPUMS-International Kenya 1969, census",659310,MPC,Census,,,,,,KEN,,Yes,0,1,0,1,1,0,1,1,
IPUMS-KEN-1979,,,IPUMS-International Kenya 1979,"IPUMS-International Kenya 1979, census",1033769,MPC,Census,,,,,,KEN,,Yes,0,1,0,1,1,0,1,1,
IPUMS-KEN-1989,,,IPUMS-International Kenya 1989,"IPUMS-International Kenya 1989, census",1074098,MPC,Census,,,,,,KEN,,Yes,0,1,0,1,1,0,1,1,
IPUMS-KEN-1999,,,IPUMS-International Kenya 1999,"IPUMS-International Kenya 1999, census",1407547,MPC,Census,,,,,,KEN,,Yes,0,1,0,1,1,0,1,1,
IPUMS-KEN-2009,,,IPUMS-International Kenya 2009,"IPUMS-International Kenya 2009, census",3841935,MPC,Census,,,,,,KEN,,Yes,0,1,0,1,1,0,1,1,
MICS-KEN-0009,,,MICS Kenya 2009,"MICS Kenya 2009, survey",1275,MPC,Survey,,,,,,KEN,,Yes,0,1,0,1,1,0,1,1,
MICS-KEN-2000,,,MICS Kenya 2000,"MICS Kenya 2000, survey",17791,MPC,Survey,,,,,,KEN,,Yes,0,1,0,1,1,0,1,1,
MICS-KEN-2011,,,MICS Kenya 2011,"MICS Kenya 2011, survey",10953,MPC,Survey,,,,,,KEN,,Yes,0,1,0,1,1,0,1,1,
MICS-KEN-2013,,,MICS Kenya 2013-14,"MICS Kenya 2013-14, survey",6034,MPC,Survey,,,,,,KEN,,Yes,0,1,0,1,1,0,1,1,
WASH-Kenya,WSK,wsk,WASH Benefits Kenya Trial,"Cluster-randomised controlled trials of individual and combined water, sanitation, hygiene, and nutritional interventions",12672,QC completed,Longitudinal,"WASH, Nutrition",-9,Months,3,Months,KEN,Rural pregnant women and infants up to age 3 mo,"Len, Wt, Hcir at enrollment, 15 months and 27 months after enrollment",1,1,1,1,1,,1,1,0
INTERGROWTH-21,IG21,ig21,INTERGROWTH-21,International fetal and newborn growth standards for the 21st century,4500,QC completed,Longitudinal,No Intervention,-190,Days,-203,Days,"KEN, CHN, GBR, IND, ITA, KEN, OMN, USA",Healthy women with a singleton pregnancy,"Yes, including ultrasound",0,1,1,0,1,,1,1,
DHS-KHM-2000,,,DHS Cambodia 2000,"DHS Cambodia 2000, survey",24185,MPC,Survey,,,,,,KHM,,Yes,0,1,0,1,1,0,1,1,
DHS-KHM-2005,,,DHS Cambodia 2005,"DHS Cambodia 2005, survey",25113,MPC,Survey,,,,,,KHM,,Yes,0,1,0,1,1,0,1,1,
DHS-KHM-2010,,,DHS Cambodia 2010,"DHS Cambodia 2010, survey",26986,MPC,Survey,,,,,,KHM,,Yes,0,1,0,1,1,0,1,1,
DHS-KHM-2014,,,DHS Cambodia 2014,"DHS Cambodia 2014, survey",24743,MPC,Survey,,,,,,KHM,,Yes,0,1,0,1,1,0,1,1,
IPUMS-KHM-1998,,,IPUMS-International Cambodia 1998,"IPUMS-International Cambodia 1998, census",1141254,MPC,Census,,,,,,KHM,,Yes,0,1,0,1,1,0,1,1,
IPUMS-KHM-2008,,,IPUMS-International Cambodia 2008,"IPUMS-International Cambodia 2008, census",1340121,MPC,Census,,,,,,KHM,,Yes,0,1,0,1,1,0,1,1,
DHS-MDG-1992,,,DHS Madagascar 1992,"DHS Madagascar 1992, survey",11533,MPC,Survey,,,,,,MDG,,Yes,0,1,0,1,1,0,1,1,
DHS-MDG-1997,,,DHS Madagascar 1997,"DHS Madagascar 1997, survey",10741,MPC,Survey,,,,,,MDG,,Yes,0,1,0,1,1,0,1,1,
DHS-MDG-2003,,,DHS Madagascar 2003,"DHS Madagascar 2003, survey",13364,MPC,Survey,,,,,,MDG,,Yes,0,1,0,1,1,0,1,1,
DHS-MDG-2008,,,DHS Madagascar 2008,"DHS Madagascar 2008, survey",29823,MPC,Survey,,,,,,MDG,,Yes,0,1,0,1,1,0,1,1,
MICS-MDG-2000,,,MICS Madagascar 2000,"MICS Madagascar 2000, survey",13659,MPC,Survey,,,,,,MDG,,Yes,0,1,0,1,1,0,1,1,
MICS-MDG-2012,,,MICS Madagascar 2012,"MICS Madagascar 2012, survey",5894,MPC,Survey,,,,,,MDG,,Yes,0,1,0,1,1,0,1,1,
HEMY,HEMY,hemy,Human Ecology of Migration in the Yucatan,Human Ecology of Migration in the Yucatan,963,QC completed,Longitudinal,No Intervention,9,Years,19,Years,MEX,"Maya people who migrated to Merida city and Celestun and Progreso counties, Yucatan","Wt, Ht, skinfold thickness and arm lengths",0,1,1,1,1,0,1,1,
Maya Refugees Mexico,MyaM,myam,Study of Maya Refugees in Mexico,Maya refugee infants and children aged 1-60 mo in temporary camps in rural Campeche,322,QC completed,Cross Sectional,No Intervention,1,Months,5,Years,MEX,Maya children aged 0-5 years in refugee camps,"Wt, Ht/Len, Hcir, MUAC, TSFT and BSFT,",0,1,0,1,1,1,1,1,
MayaCitrusZone1998,MFZ8,mfz8,"Maya Citrus Zone, 1998",Cross-sectional survey of Maya children in the citrus-fruit-growing zone of Yucatan,256,QC completed,Cross Sectional,No Intervention,0,Days,14,Years,MEX,Maya children aged < 10 y in the citrus-fruit-growing zone of Yucatan,"Ht, Wt, Arm Cir, Waist Circum, Hip Circum, TSFT, SSSFT",0,1,0,1,1,1,1,1,
MayaDualBurden,MyaD,myad,Maya Dual Burden Study,"Cross-sectional survey of Maya mothers and their children living in Merida, Yucatan",58,QC completed,Cross Sectional,No Intervention,0,Days,0,Days,MEX,58 Maya mothers and their children (31 boys) aged 7-9 y living in urban Yucatan,"Wt, Ht, MUAC, TSFT,  SSFT and Knee height",0,1,0,1,0,1,1,1,
MayaMaizeZone1992-93,MCZ2,mcz2,"Maya Maize Zone, 1992-93",Cross-sectional survey of Maya children in the maize-growing zone of Yucatan,793,QC completed,Cross Sectional,No Intervention,0,Days,14,Years,MEX,Maya children aged < 10 y and siblings in the maize-growing zone of Yucatan,"Ht, Wt, Waist Circum, Hip Circum",0,1,0,1,1,1,1,1,
MayaMaizeZone1995,MCZ5,mcz5,"Maya Maize Zone, 1995",Cross-sectional survey of Maya children in the maize-growing zone of Yucatan,511,QC completed,Cross Sectional,No Intervention,0,Days,14,Years,MEX,Maya children aged < 15 y and siblings in the maize-growing zone of Yucatan,"Ht, Wt, Arm Cir, Waist Circum, Hip Circum, TSFT, SSSFT",0,1,0,1,1,1,1,1,
Mexico3G,MX3G,mx3g,Maya 3-Generation Study,Nutritional status of Maya children and their mothers and grandmothers residing in Merida,780,QC completed,Cross Sectional,No Intervention,6,Years,8,Years,MEX,"School-aged Maya children, mothers, and grandmothers in Merida","Wt, Ht, Arm Len, Arm Cir, Head Cir, Waist Cir, Hip Cir",0,1,0,1,1,0,1,1,
DHS-MLI-1987,,,DHS Mali 1987,"DHS Mali 1987, survey",6558,MPC,Survey,,,,,,MLI,,Yes,0,1,0,1,1,0,1,1,
DHS-MLI-1995,,,DHS Mali 1995,"DHS Mali 1995, survey",15735,MPC,Survey,,,,,,MLI,,Yes,0,1,0,1,1,0,1,1,
DHS-MLI-2001,,,DHS Mali 2001,"DHS Mali 2001, survey",25946,MPC,Survey,,,,,,MLI,,Yes,0,1,0,1,1,0,1,1,
DHS-MLI-2006,,,DHS Mali 2006,"DHS Mali 2006, survey",28821,MPC,Survey,,,,,,MLI,,Yes,0,1,0,1,1,0,1,1,
DHS-MLI-2012,,,DHS Mali 2012,"DHS Mali 2012, survey",20750,MPC,Survey,,,,,,MLI,,Yes,0,1,0,1,1,0,1,1,
IPUMS-MLI-1987,,,IPUMS-International Mali 1987,"IPUMS-International Mali 1987, census",785384,MPC,Census,,,,,,MLI,,Yes,0,1,0,1,1,0,1,1,
IPUMS-MLI-1998,,,IPUMS-International Mali 1998,"IPUMS-International Mali 1998, census",991330,MPC,Census,,,,,,MLI,,Yes,0,1,0,1,1,0,1,1,
IPUMS-MLI-2009,,,IPUMS-International Mali 2009,"IPUMS-International Mali 2009, census",1451856,MPC,Census,,,,,,MLI,,Yes,0,1,0,1,1,0,1,1,
MaliMMAM,MMAM,mmam,Deuterium dilution study in Mali,"Body composition in poorly nourished children aged 6-30 months, followed for 12 weeks after diet supplementation intervention",520,QC completed,Cross Sectional,Nutritional,6,Months,18,Months,MLI,Malnourished infants and toddlers,"Wt, Len, MUAC and fat/fat-free and detailed body composition at 2 study time points",0,1,0,1,1,1,0,1,
MICS-MMR-2000,,,MICS Myanmar 2000,"MICS Myanmar 2000, survey",51568,MPC,Survey,,,,,,MMR,,Yes,0,1,0,1,1,0,1,1,
DHS-MOZ-1997,,,DHS Mozambique 1997,"DHS Mozambique 1997, survey",12901,MPC,Survey,,,,,,MOZ,,Yes,0,1,0,1,1,0,1,1,
DHS-MOZ-2003,,,DHS Mozambique 2003,"DHS Mozambique 2003, survey",22744,MPC,Survey,,,,,,MOZ,,Yes,0,1,0,1,1,0,1,1,
DHS-MOZ-2011,,,DHS Mozambique 2011,"DHS Mozambique 2011, survey",24847,MPC,Survey,,,,,,MOZ,,Yes,0,1,0,1,1,0,1,1,
IPUMS-MOZ-1997,,,IPUMS-International Mozambique 1997,"IPUMS-International Mozambique 1997, census",1551517,MPC,Census,,,,,,MOZ,,Yes,0,1,0,1,1,0,1,1,
IPUMS-MOZ-2007,,,IPUMS-International Mozambique 2007,"IPUMS-International Mozambique 2007, census",2047048,MPC,Census,,,,,,MOZ,,Yes,0,1,0,1,1,0,1,1,
MICS-MOZ-2008,,,MICS Mozambique 2008,"MICS Mozambique 2008, survey",25607,MPC,Survey,,,,,,MOZ,,Yes,0,1,0,1,1,0,1,1,
DHS-MWI-1992,,,DHS Malawi 1992,"DHS Malawi 1992, survey",9344,MPC,Survey,,,,,,MWI,,Yes,0,1,0,1,1,0,1,1,
DHS-MWI-2000,,,DHS Malawi 2000,"DHS Malawi 2000, survey",25146,MPC,Survey,,,,,,MWI,,Yes,0,1,0,1,1,0,1,1,
DHS-MWI-2004,,,DHS Malawi 2004,"DHS Malawi 2004, survey",22612,MPC,Survey,,,,,,MWI,,Yes,0,1,0,1,1,0,1,1,
DHS-MWI-2010,,,DHS Malawi 2010,"DHS Malawi 2010, survey",42987,MPC,Survey,,,,,,MWI,,Yes,0,1,0,1,1,0,1,1,
IPUMS-MWI-1987,,,IPUMS-International Malawi 1987,"IPUMS-International Malawi 1987, census",798669,MPC,Census,,,,,,MWI,,Yes,0,1,0,1,1,0,1,1,
IPUMS-MWI-1998,,,IPUMS-International Malawi 1998,"IPUMS-International Malawi 1998, census",991393,MPC,Census,,,,,,MWI,,Yes,0,1,0,1,1,0,1,1,
IPUMS-MWI-2008,,,IPUMS-International Malawi 2008,"IPUMS-International Malawi 2008, census",1341977,MPC,Census,,,,,,MWI,,Yes,0,1,0,1,1,0,1,1,
MICS-MWI-2006,,,MICS Malawi 2006,"MICS Malawi 2006, survey",50311,MPC,Survey,,,,,,MWI,,Yes,0,1,0,1,1,0,1,1,
MICS-MWI-2013,,,MICS Malawi 2013-14,"MICS Malawi 2013-14, survey",44715,MPC,Survey,,,,,,MWI,,Yes,0,1,0,1,1,0,1,1,
LCNI-5,LCN5,lcn5,Lungwena Child Nutrition Intervention Study 5,"A single-centre, randomised, single-blind, parallel group clinical trial in rural Malawi, testing the growth promoting effect of long-term complementary feeding of infants with a high-energy, micronutrient fortified spread",840,QC completed,Longitudinal,Nutritional,6,Months,6,Months,MWI,"Rural infants aged 6 mo, without severe stunting (HAZ < -2.8), in Mangochi district","Ht, Wt, MUAC quarterly from age 6-24 months, then 2x/ year to age 36 months",1,1,1,1,1,1,1,1,1
iLiNS-DOSE,ILND,ilnd,iLiNS-DOSE,"Randomised controlled trial of growth effects of long-term complementary feeding of infants with different doses and formulations of high-energy, micronutrient fortified lipid-based nutrient supplements (LNS)",1932,QC completed,Longitudinal,Nutritional,0,Days,4,Years,MWI,Rural children,"WT, LEN, HCIR and MUAC every 6 months",1,1,1,1,1,1,1,1,0
iLiNS-DYAD-M,ILDM,ildm,iLiNS-DYAD-M,"Supplementing maternal and infant diet with high-energy, micronutrient fortified Lipid-based Nutrient Supplements (LNS)",1246,QC completed,Longitudinal,Nutritional,-42,Weeks,-22,Weeks,MWI,Women with neonates,"Wt, Len, HCIR and MUAC",1,1,1,1,1,0,1,1,0
DHS-NER-1992,,,DHS Niger 1992,"DHS Niger 1992, survey",13402,MPC,Survey,,,,,,NER,,Yes,0,1,0,1,1,0,1,1,
DHS-NER-1998,,,DHS Niger 1998,"DHS Niger 1998, survey",12375,MPC,Survey,,,,,,NER,,Yes,0,1,0,1,1,0,1,1,
DHS-NER-2006,,,DHS Niger 2006,"DHS Niger 2006, survey",18416,MPC,Survey,,,,,,NER,,Yes,0,1,0,1,1,0,1,1,
DHS-NER-2012,,,DHS Niger 2012,"DHS Niger 2012, survey",23718,MPC,Survey,,,,,,NER,,Yes,0,1,0,1,1,0,1,1,
MICS-NER-2000,,,MICS Niger 2000,"MICS Niger 2000, survey",10918,MPC,Survey,,,,,,NER,,Yes,0,1,0,1,1,0,1,1,
DHS-NGA-1990,,,DHS Nigeria 1990,"DHS Nigeria 1990, survey",16683,MPC,Survey,,,,,,NGA,,Yes,0,1,0,1,1,0,1,1,
DHS-NGA-1999,,,DHS Nigeria 1999,"DHS Nigeria 1999, survey",13362,MPC,Survey,,,,,,NGA,,Yes,0,1,0,1,1,0,1,1,
DHS-NGA-2003,,,DHS Nigeria 2003,"DHS Nigeria 2003, survey",13649,MPC,Survey,,,,,,NGA,,Yes,0,1,0,1,1,0,1,1,
DHS-NGA-2008,,,DHS Nigeria 2008,"DHS Nigeria 2008, survey",62032,MPC,Survey,,,,,,NGA,,Yes,0,1,0,1,1,0,1,1,
DHS-NGA-2013,,,DHS Nigeria 2013,"DHS Nigeria 2013, survey",70430,MPC,Survey,,,,,,NGA,,Yes,0,1,0,1,1,0,1,1,
IPUMS-NGA-2006,,,IPUMS-International Nigeria 2006-07,"IPUMS-International Nigeria 2006-07, household survey",83700,MPC,Survey,,,,,,NGA,,Yes,0,1,0,1,1,0,1,1,
IPUMS-NGA-2007,,,IPUMS-International Nigeria 2007-08,"IPUMS-International Nigeria 2007-08, household survey",85183,MPC,Survey,,,,,,NGA,,Yes,0,1,0,1,1,0,1,1,
IPUMS-NGA-2008,,,IPUMS-International Nigeria 2008-09,"IPUMS-International Nigeria 2008-09, household survey",107425,MPC,Survey,,,,,,NGA,,Yes,0,1,0,1,1,0,1,1,
IPUMS-NGA-2009,,,IPUMS-International Nigeria 2009-10,"IPUMS-International Nigeria 2009-10, household survey",77896,MPC,Survey,,,,,,NGA,,Yes,0,1,0,1,1,0,1,1,
IPUMS-NGA-2010,,,IPUMS-International Nigeria 2010-11,"IPUMS-International Nigeria 2010-11, household survey",72191,MPC,Survey,,,,,,NGA,,Yes,0,1,0,1,1,0,1,1,
MICS-NGA-2007,,,MICS Nigeria 2007,"MICS Nigeria 2007, survey",44186,MPC,Survey,,,,,,NGA,,Yes,0,1,0,1,1,0,1,1,
MICS-NGA-2011,,,MICS Nigeria 2011,"MICS Nigeria 2011, survey",59717,MPC,Survey,,,,,,NGA,,Yes,0,1,0,1,1,0,1,1,
Dutch Famine,DFBC,dfbc,Dutch Famine Birth Cohort,Dutch Famine birth cohort,2414,QC completed,Longitudinal,No Intervention,0,Days,0,Days,NLD,"Liveborn singletons born in Wilhelmina Gasthuis, Amsterdam","Weight, Length, HC and placental size at birth",0,1,1,0,1,1,1,1,
DutchGrowth1980,DG80,dg80,"Dutch Growth Study, 1980","Dutch Growth Study, 1980",47564,QC completed,Cross Sectional,No Intervention,1,Weeks,19,Years,NLD,Children aged 0-19 y,"Ht/Len, Wt, Head Circ, Tanner stage of puberty",0,1,0,0,1,1,1,1,
DutchGrowth1997,DG97,dg97,"Dutch Growth Study, 1997","Dutch Growth Study, 1997",20572,QC completed,Cross Sectional,No Intervention,1,Weeks,19,Years,NLD,Children aged 0-19 y,"Ht/Len, Wt, Head Circ, Tanner stage of puberty",0,1,0,0,1,1,1,1,
DutchGrowth2010,DG10,dg10,"Dutch Growth Study, 2010","Dutch Growth Study, 2010",20867,QC completed,Cross Sectional,No Intervention,1,Weeks,19,Years,NLD,Children aged 0-19 y,"Ht/Len, Wt, Hip & Waist Circ, Tanner stage of puberty",0,1,0,0,1,1,1,1,
